"COMMON.NAME","SCIENTIFIC.NAME"
"Scarlet Finch","Carpodacus sipahi"
"Black-and-yellow Grosbeak","Mycerobas icterioides"
"White-browed Bush-Robin","Tarsiger indicus"
"Rufous Woodpecker","Micropternus brachyurus"
"Long-billed Thrush","Zoothera monticola"
"Blue-breasted Quail","Synoicus chinensis"
"White-naped Tit","Machlolophus nuchalis"
"Lesser Coucal","Centropus bengalensis"
"Himalayan Bluetail","Tarsiger rufilatus"
"Red-headed Trogon","Harpactes erythrocephalus"
"Mongolian Finch","Bucanetes mongolicus"
"Fire-tailed Myzornis","Myzornis pyrrhoura"
"Painted Spurfowl","Galloperdix lunulata"
"Variable Wheatear","Oenanthe picata"
"Small Niltava","Niltava macgrigoriae"
"Chestnut-eared Bunting","Emberiza fucata"
"Maroon Oriole","Oriolus traillii"
"Crested Bunting","Emberiza lathami"
"Black-headed Bunting","Emberiza melanocephala"
"Red-billed Leiothrix","Leiothrix lutea"
"Singing Bushlark","Mirafra cantillans"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha"
"Pale-legged Leaf Warbler","Phylloscopus tenellipes"
"Red-billed Chough","Pyrrhocorax pyrrhocorax"
"White-bellied Treepie","Dendrocitta leucogastra"
"Watercock","Gallicrex cinerea"
"Pale Sand Martin","Riparia diluta"
"Green-crowned Warbler","Phylloscopus burkii"
"Large Niltava","Niltava grandis"
"Goldcrest","Regulus regulus"
"Black-naped Tern","Sterna sumatrana"
"Twite","Linaria flavirostris"
"Common Buzzard","Buteo buteo"
"Painted Sandgrouse","Pterocles indicus"
"Hill Pigeon","Columba rupestris"
"Black-headed Jay","Garrulus lanceolatus"
"Gray-sided Thrush","Turdus feae"
"Buff-chested Babbler","Cyanoderma ambiguum"
"Bohemian Waxwing","Bombycilla garrulus"
"Pale-headed Woodpecker","Gecinulus grantia"
"Asian Emerald Cuckoo","Chrysococcyx maculatus"
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis"
"Golden Babbler","Cyanoderma chrysaeum"
"Blue-winged Leafbird","Chloropsis cochinchinensis"
"Whimbrel","Numenius phaeopus"
"Gray-throated Babbler","Stachyris nigriceps"
"Black-and-orange Flycatcher","Ficedula nigrorufa"
"Pin-striped Tit-Babbler","Mixornis gularis"
"Sandwich Tern","Thalasseus sandvicensis"
"White-tailed Stonechat","Saxicola leucurus"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Eurasian Jay","Garrulus glandarius"
"Striated Babbler","Turdoides earlei"
"Spotted Laughingthrush","Ianthocincla ocellata"
"Green Shrike-Babbler","Pteruthius xanthochlorus"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"Great Rosefinch","Carpodacus rubicilla"
"Pied Wheatear","Oenanthe pleschanka"
"Malabar Woodshrike","Tephrodornis sylvicola"
"Rufous-fronted Prinia","Prinia buchanani"
"Hume's Lark","Calandrella acutirostris"
"Yellow-browed Tit","Sylviparus modestus"
"Dark-rumped Rosefinch","Carpodacus edwardsii"
"Flavescent Bulbul","Pycnonotus flavescens"
"Crested Goshawk","Accipiter trivirgatus"
"Asian Dowitcher","Limnodromus semipalmatus"
"Lesser Flamingo","Phoeniconaias minor"
"Jerdon's Courser","Rhinoptilus bitorquatus"
"Thick-billed Warbler","Arundinax aedon"
"Sykes's Warbler","Iduna rama"
"Snow Pigeon","Columba leuconota"
"Yellow-vented Warbler","Phylloscopus cantator"
"Bengal Bushlark","Mirafra assamica"
"Eurasian Jackdaw","Corvus monedula"
"Eurasian Oystercatcher","Haematopus ostralegus"
"Greater Short-toed Lark","Calandrella brachydactyla"
"Red-headed Bunting","Emberiza bruniceps"
"Malabar Lark","Galerida malabarica"
"Black-backed Forktail","Enicurus immaculatus"
"White-spectacled Warbler","Phylloscopus intermedius"
"Laggar Falcon","Falco jugger"
"White-winged Tern","Chlidonias leucopterus"
"Great Knot","Calidris tenuirostris"
"Mount Victoria Babax","Ianthocincla woodi"
"Chestnut-capped Babbler","Timalia pileata"
"White-tailed Eagle","Haliaeetus albicilla"
"Yellow-throated Bulbul","Pycnonotus xantholaemus"
"Broad-billed Sandpiper","Calidris falcinellus"
"Barred Warbler","Sylvia nisoria"
"Rufescent Prinia","Prinia rufescens"
"Striated Bulbul","Pycnonotus striatus"
"White-winged Redstart","Phoenicurus erythrogastrus"
"Bar-tailed Godwit","Limosa lapponica"
"Golden Bush-Robin","Tarsiger chrysaeus"
"White-naped Yuhina","Yuhina bakeri"
"Common Tern","Sterna hirundo"
"Wallcreeper","Tichodroma muraria"
"Golden-headed Cisticola","Cisticola exilis"
"Dark-sided Flycatcher","Muscicapa sibirica"
"Beautiful Nuthatch","Sitta formosa"
"Yellow Bittern","Ixobrychus sinensis"
"Striolated Bunting","Emberiza striolata"
"Mountain Chiffchaff","Phylloscopus sindianus"
"Ashy-throated Warbler","Phylloscopus maculipennis"
"Striated Grassbird","Megalurus palustris"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Robin Accentor","Prunella rubeculoides"
"Slender-billed Vulture","Gyps tenuirostris"
"Maroon-backed Accentor","Prunella immaculata"
"Long-tailed Broadbill","Psarisomus dalhousiae"
"Blue-eared Barbet","Psilopogon duvaucelii"
"Yellow-breasted Greenfinch","Chloris spinoides"
"White-crowned Penduline-Tit","Remiz coronatus"
"White-browed Scimitar-Babbler","Pomatorhinus schisticeps"
"Yellow-billed Chough","Pyrrhocorax graculus"
"Nepal House-Martin","Delichon nipalense"
"Hodgson's Treecreeper","Certhia hodgsoni"
"Blanford's Snowfinch","Montifringilla blanfordi"
"Rufous-bellied Eagle","Lophotriorchis kienerii"
"Marbled Teal","Marmaronetta angustirostris"
"Black Baza","Aviceda leuphotes"
"Black-chinned Yuhina","Yuhina nigrimenta"
"Black-throated Prinia","Prinia atrogularis"
"Sooty Tern","Onychoprion fuscatus"
"Aberrant Bush Warbler","Horornis flavolivaceus"
"Rufous-breasted Bush-Robin","Tarsiger hyperythrus"
"Sultan Tit","Melanochlora sultanea"
"Golden-breasted Fulvetta","Lioparus chrysotis"
"Lesser Fish-Eagle","Haliaeetus humilis"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Common Flameback","Dinopium javanense"
"Eurasian Nutcracker","Nucifraga caryocatactes"
"Whistler's Warbler","Phylloscopus whistleri"
"Rusty-tailed Flycatcher","Ficedula ruficauda"
"Silver-eared Mesia","Leiothrix argentauris"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Solitary Snipe","Gallinago solitaria"
"Eurasian Woodcock","Scolopax rusticola"
"Blue-winged Laughingthrush","Trochalopteron squamatum"
"Gray-chinned Minivet","Pericrocotus solaris"
"Spot-winged Rosefinch","Carpodacus rodopeplus"
"Swamp Grass Babbler","Laticilla cinerascens"
"Brambling","Fringilla montifringilla"
"Isabelline Shrike","Lanius isabellinus"
"Black-breasted Thrush","Turdus dissimilis"
"Great Slaty Woodpecker","Mulleripicus pulverulentus"
"Hill Swallow","Hirundo domicola"
"Assam Laughingthrush","Trochalopteron chrysopterum"
"Blyth's Rosefinch","Carpodacus grandis"
"Great Eared-Nightjar","Lyncornis macrotis"
"Snowy-browed Flycatcher","Ficedula hyperythra"
"Chinese Rubythroat","Calliope tschebaiewi"
"Pied Thrush","Geokichla wardii"
"Slender-billed Scimitar-Babbler","Pomatorhinus superciliaris"
"Daurian Redstart","Phoenicurus auroreus"
"Slaty-backed Forktail","Enicurus schistaceus"
"Blue-naped Pitta","Hydrornis nipalensis"
"Himalayan Flameback","Dinopium shorii"
"Gray Sibia","Heterophasia gracilis"
"White-bellied Redstart","Luscinia phaenicuroides"
"Sind Sparrow","Passer pyrrhonotus"
"Nilgiri Pipit","Anthus nilghiriensis"
"Water Rail","Rallus aquaticus"
"Eurasian Hobby","Falco subbuteo"
"Speckled Wood-Pigeon","Columba hodgsonii"
"Brown Wood-Owl","Strix leptogrammica"
"Plain Flowerpecker","Dicaeum minullum"
"Gray-crested Tit","Lophophanes dichrous"
"Black-naped Oriole","Oriolus chinensis"
"Cheer Pheasant","Catreus wallichii"
"Greater Hoopoe-Lark","Alaemon alaudipes"
"Alpine Thrush","Zoothera mollissima"
"Yellow-cheeked Tit","Machlolophus spilonotus"
"Black-faced Bunting","Emberiza spodocephala"
"Black-faced Laughingthrush","Trochalopteron affine"
"Eurasian Magpie","Pica pica"
"White-browed Piculet","Sasia ochracea"
"Hooded Pitta","Pitta sordida"
"Rufous-vented Laughingthrush","Ianthocincla gularis"
"Kashmir Flycatcher","Ficedula subrubra"
"White-browed Bushchat","Saxicola macrorhynchus"
"Brooks's Leaf Warbler","Phylloscopus subviridis"
"Corn Crake","Crex crex"
"Marsh Babbler","Pellorneum palustre"
"Rosy Minivet","Pericrocotus roseus"
"Ferruginous Flycatcher","Muscicapa ferruginea"
"Gray-headed Fish-Eagle","Haliaeetus ichthyaetus"
"Rufous-headed Parrotbill","Psittiparus bakeri"
"Upland Buzzard","Buteo hemilasius"
"Himalayan Monal","Lophophorus impejanus"
"Tawny Lark","Galerida deva"
"Persian Wheatear","Oenanthe chrysopygia"
"Dark-breasted Rosefinch","Procarduelis nipalensis"
"Carrion Crow","Corvus corone"
"Broad-billed Warbler","Tickellia hodgsoni"
"Reed Bunting","Emberiza schoeniclus"
"Besra","Accipiter virgatus"
"Common Ringed Plover","Charadrius hiaticula"
"Eyebrowed Thrush","Turdus obscurus"
"Olive-backed Sunbird","Cinnyris jugularis"
"Abbott's Babbler","Turdinus abbotti"
"Gray Nightjar","Caprimulgus jotaka"
"Cream-colored Courser","Cursorius cursor"
"Yellow-throated Fulvetta","Schoeniparus cinereus"
"Black-backed Dwarf-Kingfisher","Ceyx erithaca"
"Chestnut Thrush","Turdus rubrocanus"
"Sri Lanka Frogmouth","Batrachostomus moniliger"
"Gold-naped Finch","Pyrrhoplectes epauletta"
"Jerdon's Babbler","Chrysomma altirostre"
"Andaman Serpent-Eagle","Spilornis elgini"
"White-throated Tit","Aegithalos niveogularis"
"Gray-cheeked Warbler","Phylloscopus poliogenys"
"Ibisbill","Ibidorhyncha struthersii"
"Pallas's Grasshopper-Warbler","Locustella certhiola"
"Rufous-winged Fulvetta","Schoeniparus castaneceps"
"Oriental Hobby","Falco severus"
"Black-throated Parrotbill","Suthora nipalensis"
"Rufous-backed Sibia","Minla annectens"
"Blyth's Shrike-Babbler","Pteruthius aeralatus"
"Alpine Accentor","Prunella collaris"
"Blyth's Pipit","Anthus godlewskii"
"Common Quail","Coturnix coturnix"
"Crimson-browed Finch","Carpodacus subhimachalus"
"Brown Noddy","Anous stolidus"
"Stripe-throated Yuhina","Yuhina gularis"
"Pale Blue Flycatcher","Cyornis unicolor"
"Arctic Tern","Sterna paradisaea"
"Common Redstart","Phoenicurus phoenicurus"
"Crow-billed Drongo","Dicrurus annectens"
"Collared Treepie","Dendrocitta frontalis"
"Himalayan Cutia","Cutia nipalensis"
"Palani Laughingthrush","Montecincla fairbanki"
"Greater Adjutant","Leptoptilos dubius"
"Common Green-Magpie","Cissa chinensis"
"Gray-necked Bunting","Emberiza buchanani"
"Orange Bullfinch","Pyrrhula aurantiaca"
"Blue Pitta","Hydrornis cyaneus"
"Darjeeling Woodpecker","Dendrocopos darjellensis"
"Himalayan Quail","Ophrysia superciliosa"
"Silver-breasted Broadbill","Serilophus lunatus"
"Pygmy Cupwing","Pnoepyga pusilla"
"Spot-throated Babbler","Pellorneum albiventre"
"Eurasian Linnet","Linaria cannabina"
"Golden-throated Barbet","Psilopogon franklinii"
"Streak-breasted Scimitar-Babbler","Pomatorhinus ruficollis"
"Asian Desert Warbler","Sylvia nana"
"Masked Finfoot","Heliopais personatus"
"Collared Falconet","Microhierax caerulescens"
"Long-billed Wren-Babbler","Napothera malacoptila"
"Pacific Swallow","Hirundo tahitica"
"Spot-winged Grosbeak","Mycerobas melanozanthos"
"Brown Skua","Stercorarius antarcticus"
"Streaked Shearwater","Calonectris leucomelas"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor"
"Smoky Warbler","Phylloscopus fuligiventer"
"Pink-headed Duck","Rhodonessa caryophyllacea"
"Dalmatian Pelican","Pelecanus crispus"
"Red Crossbill","Loxia curvirostra"
"Lesser Necklaced Laughingthrush","Garrulax monileger"
"Asian House-Martin","Delichon dasypus"
"Sri Lanka Bay-Owl","Phodilus assimilis"
"White-crowned Forktail","Enicurus leschenaulti"
"Himalayan Owl","Strix nivicolum"
"Andaman Drongo","Dicrurus andamanensis"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Spot-bellied Eagle-Owl","Bubo nipalensis"
"Pygmy Flycatcher","Ficedula hodgsoni"
"Rufous-throated Wren-Babbler","Spelaeornis caudatus"
"Buff-throated Warbler","Phylloscopus subaffinis"
"Chestnut-headed Tesia","Cettia castaneocoronata"
"Blossom-headed Parakeet","Psittacula roseata"
"Andaman Flowerpecker","Dicaeum virescens"
"Common Wood-Pigeon","Columba palumbus"
"Blunt-winged Warbler","Acrocephalus concinens"
"Black-eared Shrike-Babbler","Pteruthius melanotis"
"Great Myna","Acridotheres grandis"
"Small Buttonquail","Turnix sylvaticus"
"White-throated Needletail","Hirundapus caudacutus"
"Pale-billed Parrotbill","Chleuasicus atrosuperciliaris"
"Spotted Sandgrouse","Pterocles senegallus"
"Ortolan Bunting","Emberiza hortulana"
"Streaked Wren-Babbler","Turdinus brevicaudatus"
"Rufous-capped Babbler","Cyanoderma ruficeps"
"Slaty-bellied Tesia","Tesia olivea"
"European Roller","Coracias garrulus"
"Large Scimitar-Babbler","Megapomatorhinus hypoleucos"
"Eared Grebe","Podiceps nigricollis"
"Ashy Minivet","Pericrocotus divaricatus"
"Brown Bullfinch","Pyrrhula nipalensis"
"Nicobar Pigeon","Caloenas nicobarica"
"Painted Bush-Quail","Perdicula erythrorhyncha"
"Himalayan Shortwing","Brachypteryx cruralis"
"Little Gull","Hydrocoloeus minutus"
"Ruddy Kingfisher","Halcyon coromanda"
"Yellow-rumped Flycatcher","Ficedula zanthopygia"
"Malayan Night-Heron","Gorsachius melanolophus"
"Hooded Crow","Corvus cornix"
"Blood Pheasant","Ithaginis cruentus"
"Bengal Florican","Houbaropsis bengalensis"
"Green Peafowl","Pavo muticus"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum"
"Buff-breasted Babbler","Pellorneum tickelli"
"Red-necked Grebe","Podiceps grisegena"
"Pied Falconet","Microhierax melanoleucos"
"Himalayan Snowcock","Tetraogallus himalayensis"
"Baer's Pochard","Aythya baeri"
"Dark-rumped Swift","Apus acuticauda"
"Red-necked Stint","Calidris ruficollis"
"Asian Glossy Starling","Aplonis panayensis"
"Plume-toed Swiftlet","Collocalia affinis"
"Brown Parrotbill","Cholornis unicolor"
"White-nest Swiftlet","Aerodramus fuciphagus"
"Andaman Bulbul","Brachypodius fuscoflavescens"
"Lesser Gray Shrike","Lanius minor"
"Western Tragopan","Tragopan melanocephalus"
"Short-eared Owl","Asio flammeus"
"Nicobar Scrubfowl","Megapodius nicobariensis"
"Spanish Sparrow","Passer hispaniolensis"
"Blyth's Swift","Apus leuconyx"
"Andaman Boobook","Ninox affinis"
"Andaman Shama","Copsychus albiventris"
"Nilgiri Sholakili","Sholicola major"
"Rusty-bellied Shortwing","Brachypteryx hyperythra"
"Whooper Swan","Cygnus cygnus"
"Rufous-vented Tit","Periparus rubidiventris"
"Streaked Rosefinch","Carpodacus rubicilloides"
"Jerdon's Baza","Aviceda jerdoni"
"Blue-eared Kingfisher","Alcedo meninting"
"Tawny Owl","Strix aluco"
"Swinhoe's Snipe","Gallinago megala"
"Little Bustard","Tetrax tetrax"
"Spotted Bush Warbler","Locustella thoracica"
"Nilgiri Laughingthrush","Montecincla cachinnans"
"Pin-tailed Sandgrouse","Pterocles alchata"
"White-tailed Tropicbird","Phaethon lepturus"
"Andaman Treepie","Dendrocitta bayleii"
"White-winged Grosbeak","Mycerobas carnipes"
"Pacific Reef-Heron","Egretta sacra"
"Common Grasshopper-Warbler","Locustella naevia"
"Eurasian Siskin","Spinus spinus"
"Chestnut Munia","Lonchura atricapilla"
"Kashmir Nuthatch","Sitta cashmirensis"
"Cachar Bulbul","Iole cacharensis"
"Black-bellied Sandgrouse","Pterocles orientalis"
"Andaman Teal","Anas albogularis"
"Nilgiri Thrush","Zoothera neilgherriensis"
"Rufous-necked Hornbill","Aceros nipalensis"
"Collared Scops-Owl","Otus lettia"
"Bristled Grassbird","Chaetornis striata"
"Black-browed Tit","Aegithalos iouschistos"
"Lesser Cuckoo","Cuculus poliocephalus"
"White-tailed Flycatcher","Cyornis concretus"
"Water Pipit","Anthus spinoletta"
"White-gorgeted Flycatcher","Anthipes monileger"
"Rufous-vented Yuhina","Yuhina occipitalis"
"Mew Gull","Larus canus"
"Hume's Wheatear","Oenanthe albonigra"
"Collared Pratincole","Glareola pratincola"
"Trumpeter Finch","Bucanetes githagineus"
"Common Chaffinch","Fringilla coelebs"
"Stripe-breasted Woodpecker","Dendrocopos atratus"
"Great Snipe","Gallinago media"
"Saunders's Tern","Sternula saundersi"
"Sykes's Nightjar","Caprimulgus mahrattensis"
"Red-throated Thrush","Turdus ruficollis"
"Dark-necked Tailorbird","Orthotomus atrogularis"
"Freckle-breasted Woodpecker","Dendrocopos analis"
"Mountain Bamboo-Partridge","Bambusicola fytchii"
"Collared Grosbeak","Mycerobas affinis"
"White-bellied Sholakili","Sholicola albiventris"
"Tawny Fish-Owl","Ketupa flavipes"
"Red-necked Phalarope","Phalaropus lobatus"
"European Bee-eater","Merops apiaster"
"Andaman Woodpecker","Dryocopus hodgei"
"Gray-sided Laughingthrush","Ianthocincla caerulata"
"Slaty-backed Flycatcher","Ficedula erithacus"
"Kashmir Nutcracker","Nucifraga multipunctata"
"Mountain Tailorbird","Phyllergates cucullatus"
"Collared Myna","Acridotheres albocinctus"
"Red-fronted Rosefinch","Carpodacus puniceus"
"Sociable Lapwing","Vanellus gregarius"
"Spot-breasted Laughingthrush","Garrulax merulinus"
"Spotted Elachura","Elachura formosa"
"Bank Swallow","Riparia riparia"
"Chestnut-crowned Bush Warbler","Cettia major"
"Tibetan Sandgrouse","Syrrhaptes tibetanus"
"White-breasted Parrotbill","Psittiparus ruficeps"
"Rufous-backed Dwarf-Kingfisher","Ceyx rufidorsa"
"Collared Kingfisher","Todiramphus chloris"
"Himalayan White-browed Rosefinch","Carpodacus thura"
"Rufous-faced Warbler","Abroscopus albogularis"
"Grandala","Grandala coelicolor"
"Crested Finchbill","Spizixos canifrons"
"Siberian Thrush","Geokichla sibirica"
"Blue-fronted Robin","Cinclidium frontale"
"Andaman Green-Pigeon","Treron chloropterus"
"Sikkim Treecreeper","Certhia discolor"
"Sooty Gull","Ichthyaetus hemprichii"
"Lesser Kestrel","Falco naumanni"
"Striated Yuhina","Yuhina castaniceps"
"Long-billed Plover","Charadrius placidus"
"Pied Imperial-Pigeon","Ducula bicolor"
"Tibetan Blackbird","Turdus maximus"
"Black-headed Shrike-Babbler","Pteruthius rufiventer"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Greater Whitethroat","Sylvia communis"
"Tundra Swan","Cygnus columbianus"
"Chestnut-breasted Partridge","Arborophila mandellii"
"Great Bittern","Botaurus stellaris"
"White-browed Tit-Warbler","Leptopoecile sophiae"
"Blyth's Kingfisher","Alcedo hercules"
"Andaman Coucal","Centropus andamanensis"
"Hodgson's Redstart","Phoenicurus hodgsoni"
"Lanceolated Warbler","Locustella lanceolata"
"Sapphire Flycatcher","Ficedula sapphira"
"White-throated Bushchat","Saxicola insignis"
"Rock Sparrow","Petronia petronia"
"White-faced Storm-Petrel","Pelagodroma marina"
"Boreal Owl","Aegolius funereus"
"Yellow-bellied Flowerpecker","Dicaeum melanozanthum"
"Andaman Wood-Pigeon","Columba palumboides"
"Greater White-fronted Goose","Anser albifrons"
"Tibetan Lark","Melanocorypha maxima"
"Indian Grassbird","Graminicola bengalensis"
"Long-tailed Thrush","Zoothera dixoni"
"Long-eared Owl","Asio otus"
"Mute Swan","Cygnus olor"
"Pine Bunting","Emberiza leucocephalos"
"Manchurian Bush Warbler","Horornis canturians"
"Clicking Shrike-Babbler","Pteruthius intermedius"
"Purple Cochoa","Cochoa purpurea"
"White-throated Redstart","Phoenicurus schisticeps"
"Brown-winged Kingfisher","Pelargopsis amauroptera"
"Ground Tit","Pseudopodoces humilis"
"Long-billed Dowitcher","Limnodromus scolopaceus"
"Swinhoe's Storm-Petrel","Oceanodroma monorhis"
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Spotted Flycatcher","Muscicapa striata"
"Black Noddy","Anous minutus"
"Garden Warbler","Sylvia borin"
"Red-tailed Tropicbird","Phaethon rubricauda"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"Black-breasted Parrotbill","Paradoxornis flavirostris"
"Ashambu Laughingthrush","Montecincla meridionalis"
"European Turtle-Dove","Streptopelia turtur"
"Oriental Reed Warbler","Acrocephalus orientalis"
"Brown Booby","Sula leucogaster"
"Chestnut-backed Laughingthrush","Ianthocincla nuchalis"
"Russet Bush Warbler","Locustella mandelli"
"Coral-billed Scimitar-Babbler","Pomatorhinus ferruginosus"
"Slaty-legged Crake","Rallina eurizonoides"
"Blyth's Tragopan","Tragopan blythii"
"White-cheeked Tit","Aegithalos leucogenys"
"Gray-headed Parrotbill","Psittiparus gularis"
"Blanford's Rosefinch","Agraphospiza rubescens"
"Tibetan Partridge","Perdix hodgsoniae"
"Brown Accentor","Prunella fulvescens"
"Tibetan Serin","Spinus thibetanus"
"Large-billed Reed Warbler","Acrocephalus orinus"
"Black-bellied Storm-Petrel","Fregetta tropica"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Amur Falcon","Falco amurensis"
"Hume's Treecreeper","Certhia manipurensis"
"Rufous-backed Redstart","Phoenicurus erythronotus"
"Barau's Petrel","Pterodroma baraui"
"Snow Partridge","Lerwa lerwa"
"Broad-tailed Grassbird","Schoenicola platyurus"
"Caspian Plover","Charadrius asiaticus"
"Slender-billed Babbler","Turdoides longirostris"
"Red-flanked Bluetail","Tarsiger cyanurus"
"Pale-capped Pigeon","Columba punicea"
"Moustached Warbler","Acrocephalus melanopogon"
"Great Reed Warbler","Acrocephalus arundinaceus"
"Mandarin Duck","Aix galericulata"
"Andaman Scops-Owl","Otus balli"
"Chestnut Bunting","Emberiza rutila"
"Spotted Crake","Porzana porzana"
"Arctic Loon","Gavia arctica"
"Striated Swallow","Cecropis striolata"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Rufous-throated Fulvetta","Schoeniparus rufogularis"
"Red-faced Liocichla","Liocichla phoenicea"
"Dark-sided Thrush","Zoothera marginata"
"Brown Hornbill","Anorrhinus austeni"
"Fulvous Parrotbill","Suthora fulvifrons"
"Yellow-eyed Pigeon","Columba eversmanni"
"Rusty-capped Fulvetta","Schoeniparus dubius"
"Eurasian Golden Oriole","Oriolus oriolus"
"Brown Bush Warbler","Locustella luteoventris"
"Manipur Bush-Quail","Perdicula manipurensis"
"Pacific Swift","Apus pacificus"
"Red-footed Falcon","Falco vespertinus"
"Sclater's Monal","Lophophorus sclateri"
"Rufous-tailed Rock-Thrush","Monticola saxatilis"
"Tawny-breasted Wren-Babbler","Spelaeornis longicaudatus"
"Gray-crowned Prinia","Prinia cinereocapilla"
"Little Crake","Zapornia parva"
"Red Phalarope","Phalaropus fulicarius"
"West Himalayan Bush Warbler","Locustella kashmirensis"
"Nicobar Imperial-Pigeon","Ducula nicobarica"
"Snowy-throated Babbler","Stachyris oglei"
"Plain Leaf Warbler","Phylloscopus neglectus"
"Hypocolius","Hypocolius ampelinus"
"Song Thrush","Turdus philomelos"
"Masked Booby","Sula dactylatra"
"Claudia's Leaf Warbler","Phylloscopus claudiae"
"Lesser Frigatebird","Fregata ariel"
"Dusky Thrush","Turdus eunomus"
"Black-browed Reed Warbler","Acrocephalus bistrigiceps"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Australasian Grass-Owl","Tyto longimembris"
"Hume's Bush Warbler","Horornis brunnescens"
"Golden-crested Myna","Ampeliceps coronatus"
"Pallid Scops-Owl","Otus brucei"
"Chinese Francolin","Francolinus pintadeanus"
"Pale-footed Bush Warbler","Urosphena pallidipes"
"Merlin","Falco columbarius"
"Beach Thick-knee","Esacus magnirostris"
"Oriental Plover","Charadrius veredus"
"Japanese Quail","Coturnix japonica"
"Satyr Tragopan","Tragopan satyra"
"Red Kite","Milvus milvus"
"Sedge Warbler","Acrocephalus schoenobaenus"
"Long-billed Bush Warbler","Locustella major"
"Eyebrowed Wren-Babbler","Napothera epilepidota"
"Lesser Shortwing","Brachypteryx leucophris"
"Gray-headed Bullfinch","Pyrrhula erythaca"
"Nicobar Parakeet","Psittacula caniceps"
"Gray-bellied Wren-Babbler","Spelaeornis reptatus"
"Wood Snipe","Gallinago nemoricola"
"Green Cochoa","Cochoa viridis"
"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus"
"Streak-throated Barwing","Actinodura waldeni"
"Two-barred Warbler","Phylloscopus plumbeitarsus"
"South Polar Skua","Stercorarius maccormicki"
"Sind Woodpecker","Dendrocopos assimilis"
"Chinese Leaf Warbler","Phylloscopus yunnanensis"
"Smew","Mergellus albellus"
"Andaman Crake","Rallina canningi"
"Red-throated Pipit","Anthus cervinus"
"Arctic Warbler","Phylloscopus borealis"
"Narcondam Hornbill","Rhyticeros narcondami"
"Oriental Bay-Owl","Phodilus badius"
"Hawfinch","Coccothraustes coccothraustes"
"Eurasian Skylark","Alauda arvensis"
"Azure Tit","Cyanistes cyanus"
"Legge's Hawk-Eagle","Nisaetus kelaarti"
"Jerdon's Bushchat","Saxicola jerdoni"
"Sillem's Rosefinch","Carpodacus sillemi"
"Ludlow's Fulvetta","Fulvetta ludlowi"
"Sharp-tailed Sandpiper","Calidris acuminata"
"Nicobar Serpent-Eagle","Spilornis klossi"
"Yellowhammer","Emberiza citrinella"
"Andaman Cuckooshrike","Coracina dobsoni"
"Rufous-vented Grass Babbler","Laticilla burnesii"
"Lesser Noddy","Anous tenuirostris"
"Eastern Marsh-Harrier","Circus spilonotus"
"Immaculate Cupwing","Pnoepyga immaculata"
"Buff-breasted Sandpiper","Calidris subruficollis"
"Silver-backed Needletail","Hirundapus cochinchinensis"
"Vinaceous Rosefinch","Carpodacus vinaceus"
"Ward's Trogon","Harpactes wardi"
"Caspian Gull","Larus cachinnans"
"Gould's Shortwing","Brachypteryx stellata"
"Banasura Laughingthrush","Montecincla jerdoni"
"Black-tailed Crake","Zapornia bicolor"
"Tundra Bean-Goose","Anser serrirostris"
"American Pipit","Anthus rubescens"
"Hill Blue Flycatcher","Cyornis banyumas"
"White-cheeked Tern","Sterna repressa"
"Bridled Tern","Onychoprion anaethetus"
"Cetti's Warbler","Cettia cetti"
"Greater Scaup","Aythya marila"
"Roseate Tern","Sterna dougallii"
"Red-tailed Shrike","Lanius phoenicuroides"
"Andaman Cuckoo-Dove","Macropygia rufipennis"
"Yellow-rumped Honeyguide","Indicator xanthonotus"
"Parasitic Jaeger","Stercorarius parasiticus"
"Pomarine Jaeger","Stercorarius pomarinus"
"Red-billed Tropicbird","Phaethon aethereus"
"Forest Owlet","Athene blewitti"
"Red-billed Scimitar-Babbler","Pomatorhinus ochraceiceps"
"Chestnut-vented Nuthatch","Sitta nagaensis"
"Goliath Heron","Ardea goliath"
"Flesh-footed Shearwater","Ardenna carneipes"
"Black-legged Kittiwake","Rissa tridactyla"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Rusty-throated Wren-Babbler","Spelaeornis badeigularis"
"White-breasted Woodswallow","Artamus leucorynchus"
"Hume's Boobook","Ninox obscura"
"Chestnut-cheeked Starling","Agropsar philippensis"
